Date,Product,Category,Region,Units_Sold,Cost Price,Revenue,Selling Price,Profit,Profit_Margin
2023-10-21,Smartphone,Electronics,North America,7,171.08,1197.56,967.62,796.54,66.51
2024-05-26,Router,Accessories,Asia,6,904.4,5426.4,4118.33,3213.93,59.23
2024-11-02,Tablet,Electronics,Asia,11,134.73,1482.03,1279.98,1145.25,77.28
2024-02-04,Monitor,Accessories,South America,7,521.62,3651.34,2846.19,2324.57,63.66
2023-04-26,Printer,Accessories,South America,5,123.54,617.7,498.17,374.63,60.65
2023-05-29,Laptop,Electronics,Asia,19,905.59,17206.21,15396.04,14490.45,84.22
2023-07-06,Monitor,Accessories,Asia,19,333.29,6332.51,3835.46,3502.17,55.3
2024-05-21,Monitor,Accessories,South America,11,923.37,10157.07,7166.88,6243.51,61.47
2024-09-08,Router,Accessories,Asia,9,781.72,7035.48,5765.66,4983.94,70.84
2024-07-16,Monitor,Accessories,South America,3,719.46,2158.38,1437.3,717.84,33.26
2024-07-03,Tablet,Electronics,South America,10,390.76,3907.6,3328.07,2937.31,75.17
2024-08-17,Router,Accessories,South America,8,854.76,6838.08,5446.07,4591.31,67.14
2024-08-14,Router,Accessories,Europe,12,647.72,7772.64,5969.05,5321.33,68.46
2023-08-29,Smartphone,Electronics,North America,2,345.84,691.68,458.48,112.64,16.28
2023-01-18,Smartphone,Electronics,South America,4,363.15,1452.6,1178.92,815.77,56.16
2023-04-23,Laptop,Electronics,Asia,18,718.55,12933.9,8131.88,7413.33,57.32
2023-05-23,Smartphone,Electronics,South America,16,838.97,13423.52,8425.99,7587.02,56.52
2024-07-18,Monitor,Accessories,Europe,2,855.47,1710.94,1256.6,401.13,23.45
2023-08-18,Laptop,Electronics,Europe,13,458.94,5966.22,4514.27,4055.33,67.97
2024-12-13,Router,Accessories,Europe,8,525.89,4207.12,3303.93,2778.04,66.03
2023-01-27,Router,Accessories,South America,10,750.65,7506.5,4968.25,4217.6,56.19
2023-02-25,Router,Accessories,North America,3,402.82,1208.46,938.67,535.85,44.34
2023-03-17,Monitor,Accessories,Europe,9,307.08,2763.72,1994.92,1687.84,61.07
2023-05-31,Smartphone,Electronics,Europe,5,109.61,548.05,456.51,346.9,63.3
2024-03-02,Tablet,Electronics,Europe,18,440.39,7927.02,6644.18,6203.79,78.26
2023-05-24,Router,Accessories,Asia,14,799.48,11192.72,7619.06,6819.58,60.93
2024-02-26,Router,Accessories,Asia,6,411.82,2470.92,2203.85,1792.03,72.52
2024-10-22,Router,Accessories,North America,17,511.24,8691.08,7671.16,7159.92,82.38
2024-09-10,Tablet,Electronics,Europe,5,736.77,3683.85,2244.76,1507.99,40.94
2024-02-10,Monitor,Accessories,South America,8,739.89,5919.12,4331.09,3591.2,60.67
2024-12-29,Smartphone,Electronics,Asia,19,258.11,4904.09,4355.22,4097.11,83.54
2024-03-09,Tablet,Electronics,Asia,12,687.24,8246.88,6862.56,6175.32,74.88
2024-06-18,Monitor,Accessories,Europe,19,402.68,7650.92,5128.76,4726.08,61.77
2024-02-15,Printer,Accessories,North America,7,668.6,4680.2,3169.13,2500.53,53.43
2024-02-06,Tablet,Electronics,North America,15,252.78,3791.7,3373.46,3120.68,82.3
2024-05-03,Smartphone,Electronics,South America,9,108.86,979.74,657.82,548.96,56.03
2023-06-18,Laptop,Electronics,Asia,16,504.21,8067.36,6221.54,5717.33,70.87
2023-09-03,Smartphone,Electronics,Europe,2,757.37,1514.74,1150.99,393.62,25.99
2023-04-20,Laptop,Electronics,Europe,10,537.45,5374.5,3730.63,3193.18,59.41
2023-01-12,Smartphone,Electronics,Europe,17,799.91,13598.47,11173.05,10373.14,76.28
2024-05-10,Laptop,Electronics,North America,16,895.82,14333.12,12309.32,11413.5,79.63
2023-04-06,Smartphone,Electronics,North America,16,307.31,4916.96,3777.71,3470.4,70.58
2023-10-17,Monitor,Accessories,Europe,11,388.17,4269.87,3732.01,3343.84,78.31
2024-02-05,Router,Accessories,Asia,10,271.95,2719.5,1991.29,1719.34,63.22
2024-12-20,Router,Accessories,North America,1,322.81,322.81,271.87,-50.94,-15.78
2024-02-22,Router,Accessories,North America,12,449.97,5399.64,3316.59,2866.62,53.09
2023-06-03,Laptop,Electronics,South America,4,919.58,3678.32,3268.89,2349.31,63.87
2024-08-23,Laptop,Electronics,Asia,4,768.08,3072.32,2553.48,1785.4,58.11
2023-06-05,Router,Accessories,South America,14,212.9,2980.6,2491.62,2278.72,76.45
2024-10-02,Laptop,Electronics,Europe,10,697.03,6970.3,5035.84,4338.81,62.25
2024-11-28,Router,Accessories,Europe,19,766.27,14559.13,10101.54,9335.27,64.12
2024-05-28,Printer,Accessories,Asia,19,254.54,4836.26,3670.48,3415.94,70.63
2023-05-15,Smartphone,Electronics,Asia,18,990.41,17827.38,14328.71,13338.3,74.82
2023-09-02,Tablet,Electronics,North America,13,336.07,4368.91,3720.85,3384.78,77.47
2024-08-03,Router,Accessories,South America,4,310.25,1241.0,1034.39,724.14,58.35
2023-01-16,Tablet,Electronics,Asia,2,605.04,1210.08,898.59,293.55,24.26
2023-03-31,Monitor,Accessories,North America,5,379.52,1897.6,1489.08,1109.56,58.47
2023-11-18,Tablet,Electronics,Asia,10,887.83,8878.3,6433.64,5545.81,62.46
2023-03-11,Smartphone,Electronics,Asia,19,132.59,2519.21,1928.06,1795.47,71.27
2023-04-02,Laptop,Electronics,Europe,5,119.98,599.9,414.6,294.62,49.11
2023-09-22,Monitor,Accessories,Asia,15,327.03,4905.45,3729.45,3402.42,69.36
2024-10-27,Tablet,Electronics,North America,4,192.83,771.32,681.0,488.17,63.29
2024-05-14,Laptop,Electronics,Asia,19,263.13,4999.47,4067.58,3804.45,76.1
2024-02-15,Monitor,Accessories,Europe,4,213.58,854.32,686.33,472.75,55.34
2024-01-11,Printer,Accessories,Asia,19,213.99,4065.81,2952.55,2738.56,67.36
2023-03-27,Router,Accessories,South America,9,943.97,8495.73,5330.01,4386.04,51.63
2024-04-05,Smartphone,Electronics,North America,19,197.35,3749.65,3359.72,3162.37,84.34
2024-10-21,Laptop,Electronics,Europe,1,834.43,834.43,701.56,-132.87,-15.92
2024-01-20,Tablet,Electronics,South America,6,984.15,5904.9,3893.75,2909.6,49.27
2023-08-17,Monitor,Accessories,South America,11,136.29,1499.19,942.14,805.85,53.75
2023-12-24,Monitor,Accessories,South America,11,162.09,1782.99,1602.45,1440.36,80.78
2024-04-21,Laptop,Electronics,North America,12,234.34,2812.08,1890.56,1656.22,58.9
2023-04-21,Monitor,Accessories,South America,10,117.75,1177.5,754.25,636.5,54.06
2024-02-16,Smartphone,Electronics,North America,18,401.51,7227.18,4785.73,4384.22,60.66
2023-12-17,Printer,Accessories,South America,17,415.66,7066.22,5846.03,5430.37,76.85
2024-12-20,Router,Accessories,South America,13,360.62,4688.06,3624.62,3264.0,69.62
2023-10-13,Monitor,Accessories,North America,11,715.23,7867.53,4727.23,4012.0,50.99
2023-06-09,Monitor,Accessories,Europe,1,943.25,943.25,672.7,-270.55,-28.68
2024-01-25,Laptop,Electronics,Asia,1,152.68,152.68,105.6,-47.08,-30.84
2024-04-29,Tablet,Electronics,North America,10,829.75,8297.5,7420.42,6590.67,79.43
2023-01-24,Router,Accessories,South America,16,114.25,1828.0,1402.7,1288.45,70.48
2023-09-16,Router,Accessories,Europe,17,430.3,7315.1,4621.96,4191.66,57.3
2023-05-26,Laptop,Electronics,Asia,19,382.03,7258.57,4997.76,4615.73,63.59
2023-03-25,Smartphone,Electronics,South America,10,935.86,9358.6,7873.31,6937.45,74.13
2024-06-21,Tablet,Electronics,Asia,2,187.86,375.72,326.63,138.77,36.93
2023-02-25,Laptop,Electronics,South America,1,251.43,251.43,194.73,-56.7,-22.55
2023-11-01,Tablet,Electronics,Europe,15,630.4,9456.0,7163.32,6532.92,69.09
2024-03-05,Monitor,Accessories,South America,15,381.95,5729.25,4342.93,3960.98,69.14
2024-12-06,Tablet,Electronics,South America,5,191.58,957.9,588.86,397.28,41.47
2024-12-10,Printer,Accessories,South America,3,739.16,2217.48,1781.09,1041.93,46.99
2024-07-28,Printer,Accessories,Europe,2,470.57,941.14,658.69,188.12,19.99
2024-11-14,Printer,Accessories,Europe,5,423.92,2119.6,1696.4,1272.48,60.03
2023-06-04,Monitor,Accessories,Europe,18,283.81,5108.58,3444.01,3160.2,61.86
2023-11-21,Laptop,Electronics,South America,16,326.63,5226.08,4673.73,4347.1,83.18
2023-05-09,Router,Accessories,South America,12,119.79,1437.48,1214.76,1094.97,76.17
2023-04-10,Laptop,Electronics,Europe,10,691.41,6914.1,4905.75,4214.34,60.95
2024-03-06,Router,Accessories,Europe,16,834.1,13345.6,8258.48,7424.38,55.63
2024-01-22,Tablet,Electronics,Asia,14,545.28,7633.92,4886.69,4341.41,56.87
2023-07-15,Router,Accessories,North America,9,684.31,6158.79,3997.45,3313.14,53.8
2024-01-08,Laptop,Electronics,Asia,17,458.28,7790.76,4736.27,4277.99,54.91
2024-05-29,Laptop,Electronics,South America,13,303.19,3941.47,2394.61,2091.42,53.06
2024-02-28,Monitor,Accessories,Asia,19,396.44,7532.36,5847.66,5451.22,72.37
2024-07-09,Monitor,Accessories,Asia,11,214.81,2362.91,2058.07,1843.26,78.01
2023-06-30,Monitor,Accessories,South America,10,167.06,1670.6,1258.16,1091.1,65.31
2023-07-01,Printer,Accessories,Europe,10,493.26,4932.6,4120.5,3627.24,73.54
2024-03-22,Monitor,Accessories,Asia,5,568.79,2843.95,2419.96,1851.17,65.09
2023-04-17,Laptop,Electronics,North America,18,845.68,15222.24,12733.14,11887.46,78.09
2024-07-11,Laptop,Electronics,South America,5,136.3,681.5,450.02,313.72,46.03
2024-08-18,Laptop,Electronics,Asia,6,993.84,5963.04,4934.36,3940.52,66.08
2023-08-05,Tablet,Electronics,South America,19,557.69,10596.11,7873.19,7315.5,69.04
2024-01-26,Laptop,Electronics,Europe,18,675.96,12167.28,10440.45,9764.49,80.25
2023-05-08,Smartphone,Electronics,South America,3,456.17,1368.51,943.73,487.56,35.63
2024-10-22,Router,Accessories,South America,12,153.3,1839.6,1161.93,1008.63,54.83
2024-01-19,Tablet,Electronics,Asia,8,589.19,4713.52,3834.47,3245.28,68.85
2024-11-05,Smartphone,Electronics,Asia,19,705.27,13400.13,10871.23,10165.96,75.86
2024-11-20,Tablet,Electronics,North America,4,913.26,3653.04,2313.46,1400.2,38.33
2024-01-19,Printer,Accessories,Asia,10,807.23,8072.3,5963.31,5156.08,63.87
2023-06-24,Printer,Accessories,South America,8,252.99,2023.92,1417.96,1164.97,57.56
2024-07-23,Monitor,Accessories,Europe,11,247.26,2719.86,1733.85,1486.59,54.66
2024-10-21,Monitor,Accessories,North America,16,520.98,8335.68,7422.27,6901.29,82.79
2024-03-15,Tablet,Electronics,South America,16,830.05,13280.8,8099.26,7269.21,54.73
2024-02-17,Smartphone,Electronics,Europe,7,188.25,1317.75,963.13,774.88,58.8
2023-08-25,Laptop,Electronics,Europe,16,144.35,2309.6,1976.4,1832.05,79.32
2023-05-02,Router,Accessories,South America,17,277.58,4718.86,3280.44,3002.86,63.64
2024-07-20,Tablet,Electronics,Asia,11,902.94,9932.34,7361.27,6458.33,65.02
2023-04-06,Laptop,Electronics,North America,16,310.06,4960.96,3651.32,3341.26,67.35
2023-01-12,Router,Accessories,Europe,4,787.25,3149.0,2311.99,1524.74,48.42
2024-09-24,Router,Accessories,North America,17,656.51,11160.67,7075.08,6418.57,57.51
2024-01-27,Laptop,Electronics,Europe,1,528.45,528.45,426.34,-102.11,-19.32
2024-10-11,Router,Accessories,Asia,15,584.32,8764.8,6491.61,5907.29,67.4
2023-09-03,Router,Accessories,Europe,2,253.68,507.36,338.94,85.26,16.8
2023-07-18,Printer,Accessories,Europe,3,244.54,733.62,515.15,270.61,36.89
2023-09-24,Router,Accessories,North America,13,253.61,3296.93,2633.82,2380.21,72.19
2023-04-16,Laptop,Electronics,South America,12,732.78,8793.36,6044.95,5312.17,60.41
2023-05-06,Laptop,Electronics,Europe,12,181.18,2174.16,1699.77,1518.59,69.85
2024-05-21,Smartphone,Electronics,Europe,19,809.34,15377.46,12474.68,11665.34,75.86
2023-04-14,Monitor,Accessories,North America,6,422.03,2532.18,1728.56,1306.53,51.6
2023-03-17,Monitor,Accessories,North America,16,961.15,15378.4,11529.35,10568.2,68.72
2024-12-04,Monitor,Accessories,South America,10,864.99,8649.9,7386.03,6521.04,75.39
2024-10-10,Monitor,Accessories,Europe,14,509.03,7126.42,4723.29,4214.26,59.14
2023-11-02,Laptop,Electronics,Europe,7,481.54,3370.78,2089.69,1608.15,47.71
2024-10-08,Printer,Accessories,North America,12,441.96,5303.52,3895.68,3453.72,65.12
2023-12-18,Smartphone,Electronics,South America,19,997.42,18950.98,15761.97,14764.55,77.91
2024-09-06,Printer,Accessories,North America,8,613.61,4908.88,4065.59,3451.98,70.32
2024-06-18,Router,Accessories,Asia,3,440.45,1321.35,980.38,539.93,40.86
2023-07-17,Printer,Accessories,North America,15,477.18,7157.7,5976.64,5499.46,76.83
2023-01-24,Printer,Accessories,Europe,8,205.19,1641.52,1470.4,1265.21,77.08
2024-01-09,Laptop,Electronics,Europe,16,217.29,3476.64,2293.63,2076.34,59.72
2023-12-02,Tablet,Electronics,Europe,11,141.63,1557.93,1059.2,917.57,58.9
2024-12-09,Tablet,Electronics,Asia,14,272.65,3817.1,2672.52,2399.87,62.87
2024-05-08,Tablet,Electronics,North America,15,164.63,2469.45,2035.31,1870.68,75.75
2024-12-26,Printer,Accessories,Asia,13,688.62,8952.06,6489.04,5800.42,64.79
2024-05-22,Monitor,Accessories,South America,12,720.2,8642.4,6650.51,5930.31,68.62
2023-09-14,Tablet,Electronics,Europe,8,378.76,3030.08,2038.0,1659.24,54.76
2024-02-07,Laptop,Electronics,Asia,18,706.17,12711.06,8065.21,7359.04,57.89
2023-07-30,Router,Accessories,South America,19,497.39,9450.41,8349.39,7852.0,83.09
2024-04-01,Monitor,Accessories,Asia,15,678.55,10178.25,7273.32,6594.77,64.79
2024-09-29,Laptop,Electronics,South America,1,283.4,283.4,233.2,-50.2,-17.71
2023-07-24,Printer,Accessories,Asia,13,911.34,11847.42,8069.46,7158.12,60.42
2024-10-09,Laptop,Electronics,South America,14,996.04,13944.56,9423.72,8427.68,60.44
2023-02-04,Printer,Accessories,Asia,7,377.96,2645.72,2072.68,1694.72,64.06
2024-02-24,Smartphone,Electronics,Asia,19,113.74,2161.06,1439.35,1325.61,61.34
2023-01-31,Laptop,Electronics,Europe,18,150.17,2703.06,1664.33,1514.16,56.02
2024-03-15,Tablet,Electronics,Asia,8,749.13,5993.04,4813.2,4064.07,67.81
2023-03-16,Tablet,Electronics,Asia,1,803.76,803.76,519.79,-283.97,-35.33
2023-11-23,Router,Accessories,North America,15,384.85,5772.75,3525.27,3140.42,54.4
2023-08-07,Monitor,Accessories,Asia,5,182.33,911.65,687.53,505.2,55.42
2024-07-29,Laptop,Electronics,South America,14,940.83,13171.62,8244.48,7303.65,55.45
2024-09-08,Tablet,Electronics,Europe,8,908.75,7270.0,6414.62,5505.87,75.73
2024-10-23,Monitor,Accessories,South America,1,253.13,253.13,175.88,-77.25,-30.52
2023-11-24,Tablet,Electronics,Europe,12,598.72,7184.64,5622.82,5024.1,69.93
2024-05-20,Monitor,Accessories,North America,16,975.01,15600.16,10077.85,9102.84,58.35
2024-03-07,Laptop,Electronics,North America,6,100.37,602.22,469.04,368.67,61.22
2023-06-25,Printer,Accessories,Asia,17,266.97,4538.49,3610.39,3343.42,73.67
2024-01-28,Tablet,Electronics,North America,7,719.23,5034.61,3503.06,2783.83,55.29
2023-01-19,Router,Accessories,North America,16,472.57,7561.12,5633.17,5160.6,68.25
2023-10-19,Tablet,Electronics,South America,3,511.58,1534.74,1310.45,798.87,52.05
2024-06-30,Printer,Accessories,North America,19,540.22,10264.18,8602.95,8062.73,78.55
2023-11-21,Smartphone,Electronics,South America,8,971.77,7774.16,4885.84,3914.07,50.35
2024-07-23,Smartphone,Electronics,South America,3,601.34,1804.02,1508.53,907.19,50.29
2023-02-18,Monitor,Accessories,Asia,10,391.51,3915.1,2509.09,2117.58,54.09
2024-05-20,Router,Accessories,North America,4,960.28,3841.12,3150.61,2190.33,57.02
2023-02-18,Laptop,Electronics,Europe,11,635.35,6988.85,4896.38,4261.03,60.97
2023-11-27,Router,Accessories,South America,16,822.74,13163.84,9373.91,8551.17,64.96
2023-06-24,Laptop,Electronics,Europe,12,203.97,2447.64,2180.38,1976.41,80.75
2024-07-04,Laptop,Electronics,North America,13,421.72,5482.36,3397.79,2976.07,54.28
2023-03-18,Smartphone,Electronics,Asia,15,420.96,6314.4,4334.59,3913.63,61.98
2024-01-24,Smartphone,Electronics,Europe,9,253.48,2281.32,1982.98,1729.5,75.81
2024-08-20,Monitor,Accessories,North America,11,363.47,3998.17,2493.88,2130.41,53.28
2023-11-23,Tablet,Electronics,South America,4,909.92,3639.68,2673.16,1763.24,48.44
2024-11-15,Laptop,Electronics,Europe,9,957.38,8616.42,6317.53,5360.15,62.21
2024-05-04,Router,Accessories,South America,4,278.79,1115.16,763.01,484.22,43.42
2023-11-26,Router,Accessories,South America,18,162.88,2931.84,2355.1,2192.22,74.77
2023-12-28,Printer,Accessories,Europe,18,791.58,14248.44,12332.09,11540.51,80.99
2024-04-24,Monitor,Accessories,Europe,15,378.71,5680.65,3655.55,3276.84,57.68
2023-04-18,Smartphone,Electronics,Europe,6,462.6,2775.6,2420.8,1958.2,70.55
2024-06-24,Printer,Accessories,Asia,13,588.56,7651.28,5806.51,5217.95,68.2
2024-12-26,Monitor,Accessories,Europe,9,430.13,3871.17,2790.39,2360.26,60.97
2023-04-19,Tablet,Electronics,Europe,15,476.53,7147.95,5820.19,5343.66,74.76
2024-01-30,Monitor,Accessories,Europe,10,891.46,8914.6,6653.11,5761.65,64.63
2023-07-12,Laptop,Electronics,Asia,15,171.57,2573.55,1920.93,1749.36,67.97
2023-06-18,Router,Accessories,Asia,10,889.74,8897.4,6454.53,5564.79,62.54
2024-10-25,Laptop,Electronics,Europe,1,614.47,614.47,535.12,-79.35,-12.91
2023-01-17,Monitor,Accessories,Europe,15,679.62,10194.3,6429.21,5749.59,56.4
2023-01-30,Monitor,Accessories,South America,11,624.12,6865.32,6150.09,5525.97,80.49
2023-09-29,Laptop,Electronics,North America,18,118.36,2130.48,1664.64,1546.28,72.58
2024-03-17,Tablet,Electronics,Europe,7,487.44,3412.08,2525.53,2038.09,59.73
2024-05-29,Monitor,Accessories,Asia,10,299.34,2993.4,1827.29,1527.95,51.04
2024-03-27,Smartphone,Electronics,Asia,13,360.27,4683.51,3946.76,3586.49,76.58
2023-02-20,Router,Accessories,South America,3,952.34,2857.02,2146.94,1194.6,41.81
2023-07-18,Smartphone,Electronics,Europe,11,643.83,7082.13,6006.69,5362.86,75.72
2023-06-30,Printer,Accessories,Asia,13,476.32,6192.16,4730.73,4254.41,68.71
2024-09-14,Monitor,Accessories,South America,9,582.57,5243.13,3852.36,3269.79,62.36
2024-11-28,Laptop,Electronics,Europe,5,934.49,4672.45,3628.51,2694.02,57.66
2024-08-12,Smartphone,Electronics,Europe,12,549.59,6595.08,4178.84,3629.25,55.03
2024-06-28,Laptop,Electronics,Asia,4,583.45,2333.8,1542.78,959.33,41.11
2024-09-27,Router,Accessories,South America,16,957.99,15327.84,11427.51,10469.52,68.3
2024-02-07,Laptop,Electronics,Europe,19,470.88,8946.72,5463.62,4992.74,55.81
2024-05-22,Tablet,Electronics,Europe,19,598.75,11376.25,8733.0,8134.25,71.5
2023-12-22,Router,Accessories,Asia,6,254.53,1527.18,1215.83,961.3,62.95
2023-10-22,Router,Accessories,North America,18,829.66,14933.88,13203.81,12374.15,82.86
2023-07-09,Printer,Accessories,South America,10,561.2,5612.0,4286.28,3725.08,66.38
2024-12-05,Tablet,Electronics,Europe,3,154.07,462.21,322.46,168.39,36.43
2024-11-28,Laptop,Electronics,Europe,10,634.55,6345.5,4089.8,3455.25,54.45
2023-12-07,Monitor,Accessories,Europe,19,229.45,4359.55,2627.82,2398.37,55.01
2024-11-13,Monitor,Accessories,South America,13,988.49,12850.37,11109.18,10120.69,78.76
2023-01-22,Tablet,Electronics,Asia,17,403.23,6854.91,5316.98,4913.75,71.68
2023-01-18,Printer,Accessories,Asia,10,105.33,1053.3,750.86,645.53,61.29
2024-06-21,Printer,Accessories,Europe,7,630.52,4413.64,3272.06,2641.54,59.85
2023-04-07,Laptop,Electronics,Asia,3,513.55,1540.65,1086.09,572.54,37.16
2024-04-08,Monitor,Accessories,Asia,6,313.53,1881.18,1276.93,963.4,51.21
2023-09-21,Router,Accessories,South America,5,915.38,4576.9,3931.85,3016.47,65.91
2024-01-09,Monitor,Accessories,North America,11,751.22,8263.42,6956.07,6204.85,75.09
2023-11-05,Router,Accessories,Asia,2,697.71,1395.42,1015.83,318.12,22.8
2024-11-10,Printer,Accessories,South America,10,861.91,8619.1,5336.6,4474.69,51.92
2023-10-04,Router,Accessories,North America,12,722.35,8668.2,7498.04,6775.69,78.17
2024-02-25,Tablet,Electronics,Europe,4,381.93,1527.72,1262.05,880.12,57.61
2024-05-24,Laptop,Electronics,Europe,12,449.68,5396.16,4639.18,4189.5,77.64
2023-10-08,Router,Accessories,South America,8,508.75,4070.0,2913.13,2404.38,59.08
2023-06-29,Smartphone,Electronics,Asia,7,532.6,3728.2,2737.98,2205.38,59.15
2024-02-05,Printer,Accessories,South America,11,180.84,1989.24,1546.09,1365.25,68.63
2023-11-13,Tablet,Electronics,North America,3,476.88,1430.64,1043.73,566.85,39.62
2024-06-16,Router,Accessories,Asia,2,760.67,1521.34,926.85,166.18,10.92
2023-05-06,Monitor,Accessories,South America,4,193.46,773.84,492.99,299.53,38.71
2023-12-22,Smartphone,Electronics,North America,15,737.09,11056.35,9114.6,8377.51,75.77
2024-05-25,Router,Accessories,Europe,17,256.21,4355.57,3864.92,3608.71,82.85
2024-11-28,Tablet,Electronics,Asia,10,292.03,2920.3,2089.52,1797.49,61.55
2024-07-25,Router,Accessories,Europe,16,762.99,12207.84,7740.62,6977.63,57.16
2024-05-13,Smartphone,Electronics,North America,11,823.7,9060.7,7589.14,6765.44,74.67
2023-10-17,Printer,Accessories,North America,15,329.25,4938.75,3353.28,3024.03,61.23
2024-05-15,Smartphone,Electronics,North America,12,581.73,6980.76,5664.46,5082.73,72.81
2023-12-27,Router,Accessories,North America,16,976.32,15621.12,10453.52,9477.2,60.67
2023-09-15,Tablet,Electronics,Asia,8,794.43,6355.44,4482.96,3688.53,58.04
2024-05-29,Router,Accessories,Europe,13,492.26,6399.38,4707.91,4215.65,65.88
2024-12-31,Smartphone,Electronics,Europe,10,759.01,7590.1,4753.92,3994.91,52.63
2024-03-18,Printer,Accessories,North America,5,968.16,4840.8,3643.99,2675.83,55.28
2023-08-13,Laptop,Electronics,South America,16,120.83,1933.28,1450.15,1329.32,68.76
2023-09-12,Router,Accessories,South America,18,213.89,3850.02,2860.51,2646.62,68.74
2024-02-13,Laptop,Electronics,Asia,19,543.41,10324.79,7244.89,6701.48,64.91
2024-09-03,Smartphone,Electronics,Europe,7,992.81,6949.67,5601.4,4608.59,66.31
2024-03-22,Router,Accessories,Asia,14,791.07,11074.98,6779.58,5988.51,54.07
2023-05-23,Router,Accessories,Europe,16,282.76,4524.16,3260.04,2977.28,65.81
2023-05-19,Monitor,Accessories,Europe,14,411.64,5762.96,4589.54,4177.9,72.5
2023-11-09,Laptop,Electronics,Asia,12,177.8,2133.6,1766.26,1588.46,74.45
2024-10-05,Monitor,Accessories,Europe,7,619.35,4335.45,3046.43,2427.08,55.98
2024-03-23,Laptop,Electronics,Europe,6,214.46,1286.76,799.98,585.52,45.5
2024-03-28,Router,Accessories,Asia,6,371.65,2229.9,1772.97,1401.32,62.84
2024-12-02,Router,Accessories,Asia,13,580.82,7550.66,6437.54,5856.72,77.57
2023-12-29,Monitor,Accessories,South America,19,469.63,8922.97,7282.26,6812.63,76.35
2024-02-25,Monitor,Accessories,North America,18,949.21,17085.78,10466.14,9516.93,55.7
2023-01-28,Monitor,Accessories,North America,13,625.8,8135.4,7127.09,6501.29,79.91
2024-09-21,Smartphone,Electronics,Europe,17,417.07,7090.19,4889.99,4472.92,63.09
2024-06-08,Smartphone,Electronics,Europe,4,317.73,1270.92,1096.66,778.93,61.29
2024-07-10,Printer,Accessories,Asia,4,759.21,3036.84,2672.22,1913.01,62.99
2024-04-18,Printer,Accessories,South America,10,928.1,9281.0,6878.05,5949.95,64.11
2023-03-28,Laptop,Electronics,Asia,17,720.84,12254.28,9123.94,8403.1,68.57
2023-12-08,Printer,Accessories,North America,14,995.1,13931.4,10114.5,9119.4,65.46
2024-08-02,Monitor,Accessories,Asia,14,659.83,9237.62,6944.13,6284.3,68.03
2024-06-12,Tablet,Electronics,South America,11,725.71,7982.81,5790.73,5065.02,63.45
2023-08-17,Router,Accessories,Europe,3,506.84,1520.52,1227.9,721.06,47.42
2024-09-30,Router,Accessories,Europe,15,188.59,2828.85,2475.36,2286.77,80.84
2023-07-29,Laptop,Electronics,South America,1,922.74,922.74,704.91,-217.83,-23.61
2024-06-01,Monitor,Accessories,South America,12,720.73,8648.76,7070.03,6349.3,73.41
2023-05-05,Smartphone,Electronics,South America,12,485.96,5831.52,4197.52,3711.56,63.65
2023-07-08,Tablet,Electronics,Asia,4,455.93,1823.72,1189.79,733.86,40.24
2024-11-28,Monitor,Accessories,North America,12,108.73,1304.76,837.67,728.94,55.87
2023-05-26,Router,Accessories,Europe,12,428.58,5142.96,4493.79,4065.21,79.04
2024-06-07,Router,Accessories,Europe,4,779.89,3119.56,2439.55,1659.66,53.2
2024-05-06,Smartphone,Electronics,Asia,14,674.2,9438.8,7443.59,6769.39,71.72
2024-08-25,Monitor,Accessories,Asia,9,232.97,2096.73,1527.34,1294.37,61.73
2024-02-05,Monitor,Accessories,North America,8,125.06,1000.48,841.91,716.85,71.65
2024-03-02,Monitor,Accessories,Europe,8,847.62,6780.96,4361.72,3514.1,51.82
2024-02-03,Laptop,Electronics,Asia,16,875.89,14014.24,11936.74,11060.85,78.93
2024-10-22,Router,Accessories,South America,16,552.05,8832.8,7211.51,6659.46,75.39
2023-12-30,Tablet,Electronics,South America,14,247.77,3468.78,2209.75,1961.98,56.56
2023-10-11,Laptop,Electronics,Europe,11,454.35,4997.85,3339.7,2885.35,57.73
2024-05-27,Printer,Accessories,Europe,2,196.57,393.14,260.19,63.62,16.18
2024-12-24,Printer,Accessories,South America,18,679.2,12225.6,7658.14,6978.94,57.08
2023-03-06,Tablet,Electronics,Europe,8,450.34,3602.72,2500.33,2049.99,56.9
2024-11-02,Router,Accessories,Asia,15,967.95,14519.25,9210.48,8242.53,56.77
2023-05-24,Smartphone,Electronics,Asia,14,936.33,13108.62,9058.53,8122.2,61.96
2023-03-11,Router,Accessories,South America,19,803.37,15264.03,13420.78,12617.41,82.66
2024-04-28,Printer,Accessories,Europe,1,347.09,347.09,294.06,-53.03,-15.28
2024-12-26,Printer,Accessories,Asia,2,608.34,1216.68,853.82,245.48,20.18
2024-12-15,Smartphone,Electronics,Asia,4,123.94,495.76,381.04,257.1,51.86
2024-09-24,Monitor,Accessories,North America,18,406.79,7322.22,6117.62,5710.83,77.99
2023-01-31,Router,Accessories,Europe,15,567.55,8513.25,6258.61,5691.06,66.85
2024-11-26,Monitor,Accessories,Asia,6,483.01,2898.06,2216.57,1733.56,59.82
2023-08-31,Laptop,Electronics,Europe,4,636.83,2547.32,1738.53,1101.7,43.25
2024-03-06,Laptop,Electronics,North America,1,598.89,598.89,418.4,-180.49,-30.14
2023-11-25,Laptop,Electronics,South America,10,598.08,5980.8,3608.92,3010.84,50.34
